【84V10】高等学校学習指導要領（平成30年告示及び一部改正）コード表　Ver 1.0,,,
教科等,No,学習指導要領テキスト,学習指導要領コード
理科,1821,"㋐　免疫の働き
免疫に関する資料に基づいて，異物を排除する防御機構が備わっていることを見いだして理解すること。",8466503212100000
理科,1822,イ　ヒトの体の調節について，観察，実験などを通して探究し，神経系と内分泌系による調節及び免疫などの特徴を見いだして表現すること。,8466503220000000
理科,1823,"(3) 生物の多様性と生態系
生物の多様性と生態系についての観察，実験などを通して，次の事項を身に付けることができるよう指導する。",8466503300000000
理科,1824,ア　生物の多様性と生態系について，次のことを理解するとともに，それらの観察，実験などに関する技能を身に付けること。また，生態系の保全の重要性について認識すること。,8466503310000000
理科,1825,(ｱ) 植生と遷移,8466503311000000
理科,1826,"㋐　植生と遷移
植生の遷移に関する資料に基づいて，遷移の要因を見いだして理解すること。また，植生の遷移をバイオームと関連付けて理解すること。",8466503311100000
理科,1827,(ｲ) 生態系とその保全,8466503312000000
理科,1828,"㋐　生態系と生物の多様性
生態系と生物の多様性に関する観察，実験などを行い，生態系における生物の種多様性を見いだして理解すること。また，生物の種多様性と生物間の関係性とを関連付けて理解すること。",8466503312100000
理科,1829,"㋑　生態系のバランスと保全
生態系のバランスに関する資料に基づいて，生態系のバランスと人為的攪(かく)乱を関連付けて理解すること。また，生態系の保全の重要性を認識すること。",8466503312200000
理科,1830,イ　生物の多様性と生態系について，観察，実験などを通して探究し，生態系における，生物の多様性及び生物と環境との関係性を見いだして表現すること。,8466503320000000
理科,1831,３　内容の取扱い,8466505000000000
理科,1832,(1) 内容の取扱いに当たっては，次の事項に配慮するものとする。,8466505100000000
理科,1833,ア　内容の(1)から(3)までについては，中学校理科との関連を考慮し，それぞれのアに示す知識及び技能とイに示す思考力，判断力，表現力等とを相互に関連させながら，この科目の学習を通して，科学的に探究するために必要な資質・能力の育成を目指すこと。,8466505110000000
理科,1834,イ　この科目で育成を目指す資質・能力を育むため，観察，実験などを行い，探究の過程を踏まえた学習活動を行うようにすること。その際，学習内容の特質に応じて，問題を見いだすための観察，情報の収集，仮説の設定，実験の計画，実験による検証，調査，データの分析・解釈，推論などの探究の方法を習得させるようにするとともに，報告書などを作成させたり，発表を行う機会を設けたりすること。,8466505120000000
理科,1835,ウ　内容の(1)のアの(ｱ)の㋐については，この科目の導入として位置付けること。,8466505130000000
理科,1836,エ　この科目で扱う用語については，用語の意味を単純に数多く理解させることに指導の重点を置くのではなく，主要な概念を理解させるための指導において重要となる200語程度から250語程度までの重要用語を中心に，その用語に関わる概念を，思考力を発揮しながら理解させるよう指導すること。なお，重要用語には中学校で学習した用語も含まれるものとする。,8466505140000000
理科,1837,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,8466505200000000
理科,1838,"ア　内容の(1)のアの(ｱ)の㋐については，生物は進化の過程で共通性を保ちながら多様化してきたことを扱うこと。その際，原核生物と真核生物に触れること。㋑については，呼吸と光合成の概要を扱うこと。その際，ミトコンドリアと葉緑体，酵素の触媒作用や基質特異性，ATPの役割にも触れること。
(ｲ)の㋐については，DNAの複製の概要を扱うこと。その際，細胞周期とDNAの二重らせん構造についても触れること。㋑については，転写と翻訳の概要を扱うこと。その際，タンパク質の生命現象における重要性にも触れること。また，全ての遺伝子が常に発現しているわけではないことにも触れること。さらに，遺伝子とゲノムとの関係にも触れること。",8466505210000000
理科,1839,"イ　内容の(2)のアの(ｱ)の㋐については，体内環境の変化に応じた体の調節に神経系と内分泌系が関わっていることを取り上げること。また，中枢神経系に関連して脳死についても触れること。㋑については，血糖濃度の調節機構を取り上げること。その際，身近な疾患の例にも触れること。また，血液凝固にも触れること。
(ｲ)の㋐については，身近な疾患の例にも触れること。",8466505220000000
理科,1840,"ウ　内容の(3)のアの(ｱ)の㋐については，植生の遷移には光や土壌などが関係することを扱うこと。また，植物の環境形成作用にも触れること。環境条件によっては，遷移の結果として，森林の他に草原や荒原になることにも触れること。
(ｲ)の㋐については，生物の絶滅にも触れること。「生物間の関係性」については，捕食と被食を扱うこと。その際，それに起因する間接的な影響にも触れること。㋑については，人間の活動によって生態系が攪(かく)乱され，生物の多様性が損なわれることがあることを扱うこと。",8466505230000000
理科,1841,第７　生　物,8467500000000000
理科,1842,"１　目　標
生物や生物現象に関わり，理科の見方・考え方を働かせ，見通しをもって観察，実験を行うことなどを通して，生物や生物現象を科学的に探究するために必要な資質・能力を次のとおり育成することを目指す。",8467502000000000
理科,1843,(1) 生物学の基本的な概念や原理・法則の理解を深め，科学的に探究するために必要な観察，実験などに関する基本的な技能を身に付けるようにする。,8467502100000000
理科,1844,(2) 観察，実験などを行い，科学的に探究する力を養う。,8467502200000000
理科,1845,(3) 生物や生物現象に主体的に関わり，科学的に探究しようとする態度と，生命を尊重し，自然環境の保全に寄与する態度を養う。,8467502300000000
理科,1846,２　内　容,8467503000000000
理科,1847,"(1) 生物の進化
生物の進化についての観察，実験などを通して，次の事項を身に付けることができるよう指導する。",8467503100000000
理科,1848,ア　生物の進化について，次のことを理解するとともに，それらの観察，実験などの技能を身に付けること。,8467503110000000
理科,1849,(ｱ) 生命の起源と細胞の進化,8467503111000000
理科,1850,"㋐　生命の起源と細胞の進化
生命の起源と細胞の進化に関する資料に基づいて，生命の起源に関する考えを理解するとともに，細胞の進化を地球環境の変化と関連付けて理解すること。",8467503111100000
理科,1851,(ｲ) 遺伝子の変化と進化の仕組み,8467503112000000
理科,1852,"㋐　遺伝子の変化
遺伝子の変化に関する資料に基づいて，突然変異と生物の形質の変化との関係を見いだして理解すること。",8467503112100000
理科,1853,"㋑　遺伝子の組合せの変化
交配実験の結果などの資料に基づいて，遺伝子の組合せが変化することを見いだして理解すること。",8467503112200000
理科,1854,"㋒　進化の仕組み
進化の仕組みに関する観察，実験などを行い，遺伝子頻度が変化する要因を見いだして理解すること。",8467503112300000
理科,1855,(ｳ) 生物の系統と進化,8467503113000000
理科,1856,"㋐　生物の系統と進化
生物の遺伝情報に関する資料に基づいて，生物の系統と塩基配列やアミノ酸配列との関係を見いだして理解すること。",8467503113100000
理科,1857,"㋑　人類の系統と進化
霊長類に関する資料に基づいて，人類の系統と進化を形態的特徴などと関連付けて理解すること。",8467503113200000
理科,1858,イ　生物の進化について，観察，実験などを通して探究し，生物の進化についての特徴を見いだして表現すること。,8467503120000000
理科,1859,"(2) 生命現象と物質
生命現象と物質についての観察，実験などを通して，次の事項を身に付けることができるよう指導する。",8467503200000000
理科,1860,ア　生命現象と物質について，次のことを理解するとともに，それらの観察，実験などの技能を身に付けること。,8467503210000000
理科,1861,(ｱ) 細胞と分子,8467503211000000
理科,1862,"㋐　生体物質と細胞
生体物質と細胞に関する資料に基づいて，細胞を構成する物質を細胞の機能と関連付けて理解すること。",8467503211100000
理科,1863,"㋑　生命現象とタンパク質
生命現象とタンパク質に関する観察，実験などを行い，タンパク質の機能を生命現象と関連付けて理解すること。",8467503211200000
理科,1864,(ｲ) 代謝,8467503212000000
理科,1865,"㋐　呼吸
呼吸に関する資料に基づいて，呼吸をエネルギーの流れと関連付けて理解すること。",8467503212100000
理科,1866,"㋑　光合成
光合成に関する資料に基づいて，光合成をエネルギーの流れと関連付けて理解すること。",8467503212200000
理科,1867,イ　生命現象と物質について，観察，実験などを通して探究し，生命現象と物質についての特徴を見いだして表現すること。,8467503220000000
理科,1868,"(3) 遺伝情報の発現と発生
遺伝情報の発現と発生についての観察，実験などを通して，次の事項を身に付けることができるよう指導する。",8467503300000000
理科,1869,ア　遺伝情報の発現と発生について，次のことを理解するとともに，それらの観察，実験などに関する技能を身に付けること。,8467503310000000
理科,1870,(ｱ) 遺伝情報とその発現,8467503311000000
理科,1871,"㋐　遺伝情報とその発現
DNAの複製に関する資料に基づいて，DNAの複製の仕組みを理解すること。また，遺伝子発現に関する資料に基づいて，遺伝子の発現の仕組みを理解すること。",8467503311100000
理科,1872,(ｲ) 発生と遺伝子発現,8467503312000000
理科,1873,"㋐　遺伝子の発現調節
遺伝子の発現調節に関する資料に基づいて，遺伝子の発現が調節されていることを見いだして理解すること。また，転写の調節をそれに関わるタンパク質と関連付けて理解すること。",8467503312100000
理科,1874,"㋑　発生と遺伝子発現
発生に関わる遺伝子の発現に関する資料に基づいて，発生の過程における分化を遺伝子発現の調節と関連付けて理解すること。",8467503312200000
理科,1875,(ｳ) 遺伝子を扱う技術,8467503313000000
理科,1876,"㋐　遺伝子を扱う技術
遺伝子を扱う技術について，その原理と有用性を理解すること。",8467503313100000
理科,1877,イ　遺伝情報の発現と発生について，観察，実験などを通して探究し，遺伝子発現の調節の特徴を見いだして表現すること。,8467503320000000
理科,1878,"(4) 生物の環境応答
生物の環境応答についての観察，実験などを通して，次の事項を身に付けることができるよう指導する。",8467503400000000
理科,1879,ア　生物の環境応答について，次のことを理解するとともに，それらの観察，実験などの技能を身に付けること。,8467503410000000
理科,1880,(ｱ) 動物の反応と行動,8467503411000000
理科,1881,"㋐　刺激の受容と反応
刺激の受容と反応に関する資料に基づいて，外界の刺激を受容し神経系を介して反応する仕組みを，関与する細胞の特性と関連付けて理解すること。",8467503411100000
理科,1882,"㋑　動物の行動
動物の行動に関する資料に基づいて，行動を神経系の働きと関連付けて理解すること。",8467503411200000
理科,1883,(ｲ) 植物の環境応答,8467503412000000
理科,1884,"㋐　植物の環境応答
植物の環境応答に関する観察，実験などを行い，植物の成長や反応に植物ホルモンが関わることを見いだして理解すること。",8467503412100000
理科,1885,イ　生物の環境応答について，観察，実験などを通して探究し，環境変化に対する生物の応答の特徴を見いだして表現すること。,8467503420000000
理科,1886,"(5) 生態と環境
生態と環境についての観察，実験などを通して，次の事項を身に付けることができるよう指導する。",8467503500000000
理科,1887,ア　生態と環境について，次のことを理解するとともに，それらの観察，実験などに関する技能を身に付けること。,8467503510000000
理科,1888,(ｱ) 個体群と生物群集,8467503511000000
理科,1889,"㋐　個体群
個体群内の相互作用に関する観察，実験などを行い，個体群が維持される仕組みや個体間の関係性を見いだして理解すること。",8467503511100000
理科,1890,"㋑　生物群集
個体群間の相互作用に関する資料に基づいて，生物群集が維持される仕組みや個体群間の関係性を見いだして理解すること。",8467503511200000
理科,1891,(ｲ) 生態系,8467503512000000
理科,1892,"㋐　生態系の物質生産と物質循環
生態系の物質生産と物質循環に関する資料に基づいて，生態系における物質生産及びエネルギーの移動と生態系での物質循環とを関連付けて理解すること。",8467503512100000
理科,1893,"㋑　生態系と人間生活
生態系と人間生活に関する資料に基づいて，人間生活が生態系に及ぼす影響を見いだして理解すること。",8467503512200000
理科,1894,イ　生態と環境について，観察，実験などを通して探究し，生態系における，生物間の関係性及び生物と環境との関係性を見いだして表現すること。,8467503520000000
理科,1895,３　内容の取扱い,8467505000000000
理科,1896,(1) 内容の取扱いに当たっては，次の事項に配慮するものとする。,8467505100000000
理科,1897,ア　内容の(1)から(5)までについては，「生物基礎」との関連を考慮し，それぞれのアに示す知識及び技能とイに示す思考力，判断力，表現力等とを相互に関連させながら，この科目の学習を通して，科学的に探究するために必要な資質・能力の育成を目指すこと。,8467505110000000
理科,1898,イ　この科目で育成を目指す資質・能力を育むため，「生物基礎」の３の(1)のイと同様に取り扱うとともに，この科目の学習を通して，探究の全ての過程を経験できるようにすること。,8467505120000000
理科,1899,ウ　内容の(1)については，この科目の導入として位置付け，以後の学習においても，進化の視点を意識させるよう展開すること。,8467505130000000
理科,1900,エ　この科目で扱う用語については，用語の意味を単純に数多く理解させることに指導の重点を置くのではなく，主要な概念を理解させるための指導において重要となる500語程度から600語程度までの重要用語を中心に，その用語に関わる概念を，思考力を発揮しながら理解させるよう指導すること。なお，重要用語には中学校や「生物基礎」で学習した用語も含まれるものとする。,8467505140000000
理科,1901,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,8467505200000000
理科,1902,"ア　内容の(1)のアの(ｱ)の㋐については，化学進化及び細胞内共生を扱うこと。
(ｲ)の㋑については，連鎖と組換えを扱うこと。また，性染色体にも触れること。㋒については，種分化の過程も扱うこと。
(ｳ)の㋐については，３ドメインを扱うこと。また，高次の分類群として界や門にも触れること。",8467505210000000
理科,1903,イ　内容の(2)については，生命現象を分子レベルで捉えるために必要な最小限の化学の知識にも触れること。,8467505220000000
理科,1904,"ウ　内容の(2)のアの(ｱ)の㋐については，生体膜を扱うこと。また，核酸や細胞骨格にも触れること。㋑については，タンパク質が生命現象を支えていることを２，３の例を挙げて扱うこと。また，酵素については，その働きとタンパク質の立体構造との関係を扱うこと。
(ｲ)の㋐については，ATP合成の仕組みを扱うこと。その際，解糖系，クエン酸回路及び電子伝達系に触れること。また，発酵にも触れること。㋑については，ATP合成の仕組みを扱うこと。その際，光化学系，電子伝達系及びカルビン回路に触れること。",8467505230000000
理科,1905,"エ　内容の(3)のアの(ｱ)の㋐の「DNAの複製の仕組み」については，DNAポリメラーゼに触れること。「遺伝子の発現の仕組み」については，転写及び翻訳を扱い，RNAポリメラーゼとリボソームに触れること。また，スプライシングにも触れること。
(ｲ)の㋐については，原核生物と真核生物に共通する転写レベルの調節を扱うこと。㋑については，２種類程度の生物を例にしてその概要を扱うこと。また，動物の配偶子形成，受精，卵割，形成体と誘導，細胞分化と形態形成，器官分化の始まりについても触れること。
(ｳ)の㋐については，制限酵素，ベクター及び遺伝子の増幅技術に触れること。また，それらが実際にどのように用いられているかについても触れること。",8467505240000000
理科,1906,"オ　内容の(4)のアの(ｱ)の㋐については，受容器として眼(め)を，効果器として筋肉を扱うこと。また，刺激の受容から反応までの流れを扱うこと。その際，神経系に関連して記憶にも触れること。
(ｲ)の㋐については，被子植物を扱うこと。「植物の成長」については，配偶子形成，受精，胚(はい)発生及び器官分化について触れること。また，植物ホルモンは３，４種類について取り上げること。その際，植物ホルモンに関わる光受容体についても触れること。",8467505250000000
理科,1907,"カ　内容の(5)のアの(ｱ)の㋐については，個体群内の相互作用として種内競争と社会性を扱うこと。㋑については，個体群間の相互作用として種間競争と相利共生を扱うこと。また，多様な種が共存する仕組みを扱うこと。
(ｲ)の㋐の「物質生産」については，年間生産量を生産者の現存量と関連付けて扱うこと。また，「物質循環」については，炭素と窒素を扱うこと。その際，窒素同化についても触れること。㋑については，人間活動が生態系に及ぼす影響として地球規模のものを中心に扱うこと。",8467505260000000
理科,1908,第８　地学基礎,8468500000000000
理科,1909,"１　目　標
地球や地球を取り巻く環境に関わり，理科の見方・考え方を働かせ，見通しをもって観察，実験を行うことなどを通して，地球や地球を取り巻く環境を科学的に探究するために必要な資質・能力を次のとおり育成することを目指す。",8468502000000000
理科,1910,(1) 日常生活や社会との関連を図りながら，地球や地球を取り巻く環境について理解するとともに，科学的に探究するために必要な観察，実験などに関する基本的な技能を身に付けるようにする。,8468502100000000
理科,1911,(2) 観察，実験などを行い，科学的に探究する力を養う。,8468502200000000
理科,1912,(3) 地球や地球を取り巻く環境に主体的に関わり，科学的に探究しようとする態度と，自然環境の保全に寄与する態度を養う。,8468502300000000
理科,1913,２　内　容,8468503000000000
理科,1914,"(1) 地球のすがた
地球のすがたについての観察，実験などを通して，次の事項を身に付けることができるよう指導する。",8468503100000000
理科,1915,ア　地球のすがたについて，次のことを理解するとともに，それらの観察，実験などに関する技能を身に付けること。,8468503110000000
理科,1916,(ｱ) 惑星としての地球,8468503111000000
理科,1917,"㋐　地球の形と大きさ
地球の形や大きさに関する観察，実験などを行い，地球の形の特徴と大きさを見いだして理解すること。",8468503111100000
理科,1918,"㋑　地球内部の層構造
地球内部の層構造とその状態を理解すること。",8468503111200000
理科,1919,(ｲ) 活動する地球,8468503112000000
理科,1920,"㋐　プレートの運動
プレートの分布と運動について理解するとともに，大地形の形成と地質構造をプレートの運動と関連付けて理解すること。",8468503112100000
理科,1921,"㋑　火山活動と地震
火山活動や地震に関する資料に基づいて，火山活動と地震の発生の仕組みをプレートの運動と関連付けて理解すること。",8468503112200000
理科,1922,(ｳ) 大気と海洋,8468503113000000
理科,1923,"㋐　地球の熱収支
気圧や気温の鉛直方向の変化などについての資料に基づいて，大気の構造の特徴を見いだして理解するとともに，太陽放射の受熱量と地球放射の放熱量がつり合っていることを理解すること。",8468503113100000
理科,1924,"㋑　大気と海水の運動
大気と海水の運動に関する資料に基づいて，大気と海洋の大循環について理解するとともに，緯度により太陽放射の受熱量が異なることなどから，地球規模で熱が輸送されていることを見いだして理解すること。",8468503113200000
理科,1925,イ　地球のすがたについて，観察，実験などを通して探究し，惑星としての地球，活動する地球，大気と海洋について，規則性や関係性を見いだして表現すること。,8468503120000000
理科,1926,"(2) 変動する地球
変動する地球についての観察，実験などを通して，次の事項を身に付けることができるよう指導する。",8468503200000000
理科,1927,ア　変動する地球について，宇宙や太陽系の誕生から今日までの一連の時間の中で捉えながら，次のことを理解するとともに，それらの観察，実験などに関する技能を身に付けること。また，自然環境の保全の重要性について認識すること。,8468503210000000
理科,1928,(ｱ) 地球の変遷,8468503211000000
理科,1929,"㋐　宇宙，太陽系と地球の誕生
宇宙の誕生，太陽系の誕生と生命を生み出す条件を備えた地球の特徴を理解すること。",8468503211100000
理科,1930,"㋑　古生物の変遷と地球環境
地層や化石に関する観察などを行い，地質時代が古生物の変遷に基づいて区分されることを理解するとともに，地球環境の変化に関する資料に基づいて，大気の変化と生命活動の相互の関わりを見いだして理解すること。",8468503211200000
理科,1931,(ｲ) 地球の環境,8468503212000000
理科,1932,"㋐　地球環境の科学
地球規模の自然環境に関する資料に基づいて，地球環境の変化を見いだしてその仕組みを理解するとともに，それらの現象と人間生活との関わりについて認識すること。",8468503212100000
理科,1933,"㋑　日本の自然環境
日本の自然環境を理解し，それらがもたらす恩恵や災害など自然環境と人間生活との関わりについて認識すること。",8468503212200000
理科,1934,イ　変動する地球について，観察，実験などを通して探究し，地球の変遷，地球の環境について，規則性や関係性を見いだして表現すること。,8468503220000000
理科,1935,３　内容の取扱い,8468505000000000
理科,1936,(1) 内容の取扱いに当たっては，次の事項に配慮するものとする。,8468505100000000
理科,1937,ア　内容の(1)及び(2)については，中学校理科との関連を考慮し，それぞれのアに示す知識及び技能とイに示す思考力，判断力，表現力等とを相互に関連させながら，この科目の学習を通して，科学的に探究するために必要な資質・能力の育成を目指すこと。,8468505110000000
理科,1938,イ　この科目で育成を目指す資質・能力を育むため，観察，実験などを行い，探究の過程を踏まえた学習活動を行うようにすること。その際，学習内容の特質に応じて，情報の収集，仮説の設定，実験の計画，野外観察，調査，データの分析・解釈，推論などの探究の方法を習得させるようにするとともに，報告書などを作成させたり，発表を行う機会を設けたりすること。,8468505120000000
理科,1939,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,8468505200000000
理科,1940,"ア　内容の(1)のアの(ｱ)の㋐については，測定の歴史や方法にも触れること。㋑については，構成物質にも触れること。
(ｲ)の㋐については，マントル内のプルームの存在にも触れること。「地質構造」については，変成岩と変成作用との関係についても触れること。㋑の「火山活動」については，プレートの発散境界と収束境界における火山活動を扱い，ホットスポットにおける火山活動にも触れること。また，多様な火成岩の成因をマグマと関連付けて扱うこと。「地震の発生の仕組み」については，プレートの収束境界における地震を中心に扱い，プレート内地震についても触れること。
(ｳ)の㋐については，温室効果に触れること。また，「大気の構造」については，大気中で見られる現象にも触れること。㋑については，海洋の層構造と深層に及ぶ循環にも触れること。",8468505210000000
理科,1941,"イ　内容の(2)のアの(ｱ)の㋐の「宇宙の誕生」については，ビッグバンを扱い，宇宙の年齢と水素やヘリウムがつくられたことにも触れること。「太陽系の誕生」については，惑星が形成された過程を中心に扱い，惑星内部の層構造に触れること。その際，太陽の誕生と太陽のエネルギー源についても触れること。「地球の特徴」については，海が形成されたことを中心に扱うこと。㋑の「古生物の変遷」については，代表的な化石を取り上げること。また，ヒトの進化にも触れること。
(ｲ)の㋐の「地球規模の自然環境」については，地球温暖化，オゾン層破壊，エルニーニョ現象などの現象を，データに基づいて人間生活と関連させて扱うこと。㋑の「恩恵や災害」については，日本に見られる気象現象，地震や火山活動など特徴的な現象を扱うこと。また，自然災害の予測や防災にも触れること。",8468505220000000
理科,1942,第９　地　学,8469500000000000
理科,1943,"１　目　標
地球や地球を取り巻く環境に関わり，理科の見方・考え方を働かせ，見通しをもって観察，実験を行うことなどを通して，地球や地球を取り巻く環境を科学的に探究するために必要な資質・能力を次のとおり育成することを目指す。",8469502000000000
理科,1944,(1) 地学の基本的な概念や原理・法則の理解を深め，科学的に探究するために必要な観察，実験などに関する基本的な技能を身に付けるようにする。,8469502100000000
理科,1945,(2) 観察，実験などを行い，科学的に探究する力を養う。,8469502200000000
理科,1946,(3) 地球や地球を取り巻く環境に主体的に関わり，科学的に探究しようとする態度と，自然環境の保全に寄与する態度を養う。,8469502300000000
理科,1947,２　内　容,8469503000000000
理科,1948,"(1) 地球の概観
地球の形状や内部構造についての観察，実験などを通して，次の事項を身に付けることができるよう指導する。",8469503100000000
理科,1949,ア　地球の形状や内部構造について，次のことを理解するとともに，それらの観察，実験などに関する技能を身に付けること。,8469503110000000
理科,1950,(ｱ) 地球の形状,8469503111000000
理科,1951,"㋐　地球の形と重力
地球楕(だ)円体や地球表面における重力に関する資料に基づいて，地球の形状と重力との関係を見いだして理解すること。",8469503111100000
理科,1952,"㋑　地球の磁気
地磁気に関する観察，実験などを行い，地磁気の特徴とその働きを理解すること。",8469503111200000
理科,1953,(ｲ) 地球の内部,8469503112000000
理科,1954,"㋐　地球の内部構造
地震波の伝わり方についての資料に基づいて，地球内部の構造を見いだして理解すること。",8469503112100000
理科,1955,"㋑　地球内部の状態と物質
地球内部の温度，密度，圧力及び構成物質の組成について理解すること。",8469503112200000
理科,1956,イ　地球の形状や内部構造について，観察，実験などを通して探究し，地球の形状や内部構造の特徴を見いだして表現すること。,8469503120000000
理科,1957,"(2) 地球の活動と歴史
地球の活動と歴史についての観察，実験などを通して，次の事項を身に付けることができよう指導する。",8469503200000000
理科,1958,ア　地球の活動と歴史について，次のことを理解するとともに，それらの観察，実験などに関する技能を身に付けること。,8469503210000000
理科,1959,(ｱ) 地球の活動,8469503211000000
理科,1960,"㋐　プレートテクトニクス
プレートテクトニクスとその成立過程を理解すること。",8469503211100000
理科,1961,"㋑　地震と地殻変動
世界の震源分布についての資料に基づいて，プレート境界における地震活動の特徴をプレート運動と関連付けて理解するとともに，それに伴う地殻変動などについて理解すること。",8469503211200000
理科,1962,"㋒　火成活動
島弧－海溝系における火成活動の特徴を，マグマの発生と分化及び火成岩の形成と関連付けて理解すること。",8469503211300000
理科,1963,"㋓　変成作用と変成岩
変成岩に関する観察，実験などを行い，変成作用と変成岩の特徴及び造山帯について理解すること。",8469503211400000
理科,1964,(ｲ) 地球の歴史,8469503212000000
理科,1965,"㋐　地表の変化
風化，侵食，運搬及び堆積の諸作用による地形の形成について，身近な地形と関連付けて理解すること。",8469503212100000
理科,1966,"㋑　地層の観察
地層に関する野外観察や実験などを行い，地層の形成及び地質時代における地球環境や地殻変動について理解すること。",8469503212200000
理科,1967,"㋒　地球環境の変遷
大気，海洋，大陸及び古生物などの変遷に関する資料に基づいて，地球環境の移り変わりを総合的に理解すること。",8469503212300000
理科,1968,"㋓　日本列島の成り立ち
日本列島の地形や地質に関する資料に基づいて，島弧としての日本列島の地学的な特徴と形成史をプレート運動などと関連付けて理解すること。",8469503212400000
理科,1969,イ　地球の活動と歴史について，観察，実験などを通して探究し，地球の活動の特徴と歴史の概要を見いだして表現すること。,8469503220000000
理科,1970,"(3) 地球の大気と海洋
地球の大気と海洋についての観察，実験などを通して，次の事項を身に付けることができよう指導する。",8469503300000000
理科,1971,ア　地球の大気と海洋について，次のことを理解するとともに，それらの観察，実験などに関する技能を身に付けること。,8469503310000000
理科,1972,(ｱ) 大気の構造と運動,8469503311000000
理科,1973,"㋐　大気の構造
大気の組成，太陽放射と地球放射の性質を理解するとともに，大気に関する観測資料などに基づいて，各圏の特徴と地球全体の熱収支など大気の構造を理解すること。",8469503311100000
理科,1974,"㋑　大気の運動と気象
大循環と対流による現象及び日本や世界の気象の特徴を理解すること。",8469503311200000
理科,1975,(ｲ) 海洋と海水の運動,8469503312000000
理科,1976,"㋐　海洋の構造
海水の組成を理解するとともに，海洋に関する観測資料などに基づいて，水温と塩分の分布との関係など海洋の構造を理解すること。",8469503312100000
理科,1977,"㋑　海水の運動
海水の運動と循環及び海洋と大気の相互作用について理解すること。",8469503312200000
理科,1978,イ　地球の大気と海洋について，観察，実験などを通して探究し，地球の大気と海洋の構造や運動の規則性や関係性を見いだして表現すること。,8469503320000000
理科,1979,"(4) 宇宙の構造
宇宙に関する事物・現象についての観察，実験などを通して，次の事項を身に付けることができよう指導する。",8469503400000000
理科,1980,ア　宇宙に関する事物・現象について，次のことを理解するとともに，それらの観察，実験などに関する技能を身に付けること。,8469503410000000
理科,1981,(ｱ) 太陽系,8469503411000000
理科,1982,"㋐　地球の自転と公転
地球の自転と公転に関する観察，実験などを行い，地球の自転と公転の証拠となる現象を理解すること。",8469503411100000
理科,1983,"㋑　太陽系天体とその運動
太陽系天体に関する観測資料などに基づいて，太陽系天体の特徴を理解するとともに，惑星の運動の規則性を見いだし，視運動と関連付けて理解すること。",8469503411200000
理科,1984,"㋒　太陽の活動
太陽に関する観察，実験などを行い，太陽表面の現象を太陽の活動と関連付けて理解すること。",8469503411300000
理科,1985,(ｲ) 恒星と銀河系,8469503412000000
理科,1986,"㋐　恒星の性質と進化
恒星に関する観察，実験などを行い，恒星の性質と進化の特徴を見いだして理解すること。",8469503412100000
理科,1987,"㋑　銀河系の構造
銀河系に関する観測資料などに基づいて，銀河系の構成天体とその分布について理解すること。",8469503412200000
理科,1988,(ｳ) 銀河と宇宙,8469503413000000
理科,1989,"㋐　様々な銀河
銀河についての観測資料などに基づいて，様々な銀河の存在と銀河の分布の特徴を理解すること。",8469503413100000
理科,1990,"㋑　膨張する宇宙
宇宙の誕生や進化について調べ，現代の宇宙像の概要を理解すること。",8469503413200000
理科,1991,イ　宇宙に関する事物・現象について，観察，実験などを通して探究し，天体の運動や宇宙の構造を見いだして表現すること。,8469503420000000
理科,1992,３　内容の取扱い,8469505000000000
理科,1993,(1) 内容の取扱いに当たっては，次の事項に配慮するものとする。,8469505100000000
理科,1994,ア　内容の(1)から(4)までについては，「地学基礎」との関係を考慮しながら，それぞれのアに示す知識及び技能とイに示す思考力，判断力，表現力等とを相互に関連させながら，この科目の学習を通して，科学的に探究するために必要な資質・能力の育成を目指すこと。,8469505110000000
理科,1995,イ　この科目で育成を目指す資質・能力を育むため，「地学基礎」の３の(1)のイと同様に取り扱うとともに，この科目の学習を通して，探究の全ての学習過程を経験できるようにすること。,8469505120000000
理科,1996,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,8469505200000000
理科,1997,"ア　内容の(1)のアの(ｱ)の㋐については，ジオイドと重力異常にも触れること。㋑については，地磁気の三要素及び磁気圏と太陽風との関連を扱うこと。また，地磁気の原因と古地磁気にも触れること。
(ｲ)の㋐については，走時曲線を扱い，地震波トモグラフィーにも触れること。㋑については，アイソスタシーも扱うこと。また，放射性同位体の崩壊など地球内部の熱源にも触れること。",8469505210000000
理科,1998,"イ　内容の(2)のアの(ｱ)の㋐については，マントル内のプルームも扱うこと。㋑の「地震活動の特徴」については，地震災害にも触れること。「地殻変動」については，活断層と地形との関係にも触れること。㋒の「火成活動の特徴」については，火山災害にも触れること。㋓については，造山帯の特徴を安定地塊と対比させて扱うこと。
(ｲ)の㋐については，段丘，陸上及び海底の堆積物も扱うこと。「地形の形成」については，土砂災害にも触れること。㋑の「地質時代における地球環境や地殻変動」については，地層や化石に基づいて過去の様子を探究する方法を扱うこと。また，地質図の読み方の概要を扱うこと。㋒については，放射年代も扱うこと。㋓については，付加体も扱うこと。",8469505220000000
