【83V11】中学校学習指導要領（平成29年告示）コード表　Ver 1.1,,,
教科等,No,学習指導要領テキスト,学習指導要領コード
社会,560,"(2) よりよい社会を目指して
持続可能な社会を形成することに向けて，社会的な見方・考え方を働かせ，課題を探究する活動を通して，次の事項を身に付けることができるよう指導する。",8323233420000000
社会,561,ア　私たちがよりよい社会を築いていくために解決すべき課題を多面的・多角的に考察，構想し，自分の考えを説明，論述すること。,8323233421000000
社会,562,３　内容の取扱い,8323235000000000
社会,563,(1) 内容の取扱いについては，次の事項に配慮するものとする。,8323235100000000
社会,564,ア　地理的分野及び歴史的分野の学習の成果を活用するとともに，これらの分野で育成された資質・能力が，更に高まり発展するようにすること。また，社会的事象は相互に関連し合っていることに留意し，特定の内容に偏ることなく，分野全体として見通しをもったまとまりのある学習が展開できるようにすること。,8323235110000000
社会,565,イ　生徒が内容の基本的な意味を理解できるように配慮し，現代社会の見方・考え方を働かせ，日常の社会生活と関連付けながら具体的事例を通して，政治や経済などに関わる制度や仕組みの意義や働きについて理解を深め，多面的・多角的に考察，構想し，表現できるようにすること。,8323235120000000
社会,566,ウ　分野全体を通して，課題の解決に向けて習得した知識を活用して，事実を基に多面的・多角的に考察，構想したことを説明したり，論拠を基に自分の意見を説明，論述させたりすることにより，思考力，判断力，表現力等を養うこと。また，考察，構想させる場合には，資料を読み取らせて解釈させたり，議論などを行って考えを深めさせたりするなどの工夫をすること。,8323235130000000
社会,567,エ　合意形成や社会参画を視野に入れながら，取り上げた課題について構想したことを，妥当性や効果，実現可能性などを踏まえて表現できるよう指導すること。,8323235140000000
社会,568,オ　分野の内容に関係する専門家や関係諸機関などと円滑な連携・協働を図り，社会との関わりを意識した課題を追究したり解決したりする活動を充実させること。,8323235150000000
社会,569,(2) 内容のＡについては，次のとおり取り扱うものとする。,8323235200000000
社会,570,ア　(1)については，次のとおり取り扱うものとすること。,8323235210000000
社会,571,(ｱ) 「情報化」については，人工知能の急速な進化などによる産業や社会の構造的な変化などと関連付けたり，災害時における防災情報の発信・活用などの具体的事例を取り上げたりすること。アの(ｲ)の「現代社会における文化の意義と影響」については，科学，芸術，宗教などを取り上げ，社会生活との関わりなどについて学習できるように工夫すること。,8323235211000000
社会,572,(ｲ) イの(ｲ)の「文化の継承と創造の意義」については，我が国の伝統と文化などを取り扱うこと。,8323235212000000
社会,573,イ　(1)及び(2)については公民的分野の導入部として位置付け，(1)，(2)の順で行うものとし，適切かつ十分な授業時数を配当すること。,8323235220000000
社会,574,(3) 内容のＢについては，次のとおり取り扱うものとする。,8323235300000000
社会,575,ア　(1)については，次のとおり取り扱うものとすること。,8323235310000000
社会,576,(ｱ) アの(ｲ)の「市場における価格の決まり方や資源の配分」については，個人や企業の経済活動が様々な条件の中での選択を通して行われていることや，市場における取引が貨幣を通して行われていることなどを取り上げること。,8323235311000000
社会,577,(ｲ) イの(ｱ)の「個人や企業の経済活動における役割と責任」については，起業について触れるとともに，経済活動や起業などを支える金融などの働きについて取り扱うこと。イの(ｲ)の「社会生活における職業の意義と役割及び雇用と労働条件の改善」については，仕事と生活の調和という観点から労働保護立法についても触れること。,8323235312000000
社会,578,イ　(2)については，次のとおり取り扱うものとすること。,8323235320000000
社会,579,(ｱ) アの(ｱ)の「消費者の保護」については，消費者の自立の支援なども含めた消費者行政を取り扱うこと。,8323235321000000
社会,580,(ｲ) イの(ｲ)の「財政及び租税の役割」については，財源の確保と配分という観点から，財政の現状や少子高齢社会など現代社会の特色を踏まえて財政の持続可能性と関連付けて考察し，表現させること。,8323235322000000
社会,581,(4) 内容のＣについては，次のとおり取り扱うものとする。,8323235400000000
社会,582,ア　(2)のアの(ｳ)の「法に基づく公正な裁判の保障」に関連させて，裁判員制度についても触れること。,8323235410000000
社会,583,(5) 内容のＤについては，次のとおり取り扱うものとする。,8323235500000000
社会,584,ア　(1)については，次のとおり取り扱うものとすること。,8323235510000000
社会,585,(ｱ) アの(ｱ)の「国家間の相互の主権の尊重と協力」との関連で，国旗及び国歌の意義並びにそれらを相互に尊重することが国際的な儀礼であることの理解を通して，それらを尊重する態度を養うように配慮すること。また，「領土（領海，領空を含む。），国家主権」については関連させて取り扱い，我が国が，固有の領土である竹島や北方領土に関し残されている問題の平和的な手段による解決に向けて努力していることや，尖閣諸島をめぐり解決すべき領有権の問題は存在していないことなどを取り上げること。「国際連合をはじめとする国際機構などの役割」については，国際連合における持続可能な開発のための取組についても触れること。,8323235511000000
社会,586,(ｲ) イの(ｱ)の「国際社会における我が国の役割」に関連させて，核兵器などの脅威に触れ，戦争を防止し，世界平和を確立するための熱意と協力の態度を育成するように配慮すること。また，国際社会における文化や宗教の多様性について取り上げること。,8323235512000000
社会,587,イ　(2)については，身近な地域や我が国の取組との関連性に着目させ，世界的な視野と地域的な視点に立って探究させること。また，社会科のまとめとして位置付け，適切かつ十分な授業時数を配当すること。,8323235520000000
社会,588,第３　指導計画の作成と内容の取扱い,8320300000000000
社会,589,１　指導計画の作成に当たっては，次の事項に配慮するものとする。,8320300100000000
社会,590,(1) 単元など内容や時間のまとまりを見通して，その中で育む資質・能力の育成に向けて，生徒の主体的・対話的で深い学びの実現を図るようにすること。その際，分野の特質に応じた見方・考え方を働かせ，社会的事象の意味や意義などを考察し，概念などに関する知識を獲得したり，社会との関わりを意識した課題を追究したり解決したりする活動の充実を図ること。また，知識に偏り過ぎた指導にならないようにするため，基本的な事柄を厳選して指導内容を構成するとともに，各分野において，第２の内容の範囲や程度に十分配慮しつつ事柄を再構成するなどの工夫をして，基本的な内容が確実に身に付くよう指導すること。,8320300110000000
社会,591,(2) 小学校社会科の内容との関連及び各分野相互の有機的な関連を図るとともに，地理的分野及び歴史的分野の基礎の上に公民的分野の学習を展開するこの教科の基本的な構造に留意して，全体として教科の目標が達成できるようにする必要があること。,8320300120000000
社会,592,(3) 各分野の履修については，第１，第２学年を通じて地理的分野及び歴史的分野を並行して学習させることを原則とし，第３学年において歴史的分野及び公民的分野を学習させること。各分野に配当する授業時数は，地理的分野115単位時間，歴史的分野135単位時間，公民的分野100単位時間とすること。これらの点に留意し，各学校で創意工夫して適切な指導計画を作成すること。,8320300130000000
社会,593,(4) 障害のある生徒などについては，学習活動を行う場合に生じる困難さに応じた指導内容や指導方法の工夫を計画的，組織的に行うこと。,8320300140000000
社会,594,(5) 第１章総則の第１の２の(2)に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳の第２に示す内容について，社会科の特質に応じて適切な指導をすること。,8320300150000000
社会,595,２　第２の内容の取扱いについては，次の事項に配慮するものとする。,8320300200000000
社会,596,(1) 社会的な見方・考え方を働かせることをより一層重視する観点に立って，社会的事象の意味や意義，事象の特色や事象間の関連，社会に見られる課題などについて，考察したことや選択・判断したことを論理的に説明したり，立場や根拠を明確にして議論したりするなどの言語活動に関わる学習を一層重視すること。,8320300210000000
社会,597,(2) 情報の収集，処理や発表などに当たっては，学校図書館や地域の公共施設などを活用するとともに，コンピュータや情報通信ネットワークなどの情報手段を積極的に活用し，指導に生かすことで，生徒が主体的に調べ分かろうとして学習に取り組めるようにすること。その際，課題の追究や解決の見通しをもって生徒が主体的に情報手段を活用できるようにするとともに，情報モラルの指導にも留意すること。,8320300220000000
社会,598,(3) 調査や諸資料から，社会的事象に関する様々な情報を効果的に収集し，読み取り，まとめる技能を身に付ける学習活動を重視するとともに，作業的で具体的な体験を伴う学習の充実を図るようにすること。その際，地図や年表を読んだり作成したり，現代社会の諸課題を捉え，多面的・多角的に考察，構想するに当たっては，関連する新聞，読み物，統計その他の資料に平素から親しみ適切に活用したり，観察や調査などの過程と結果を整理し報告書にまとめ，発表したりするなどの活動を取り入れるようにすること。,8320300230000000
社会,599,(4) 社会的事象については，生徒の考えが深まるよう様々な見解を提示するよう配慮し，多様な見解のある事柄，未確定な事柄を取り上げる場合には，有益適切な教材に基づいて指導するとともに，特定の事柄を強調し過ぎたり，一面的な見解を十分な配慮なく取り上げたりするなどの偏った取扱いにより，生徒が多面的・多角的に考察したり，事実を客観的に捉え，公正に判断したりすることを妨げることのないよう留意すること。,8320300240000000
社会,600,３　第２の内容の指導に当たっては，教育基本法第14条及び第15条の規定に基づき，適切に行うよう特に慎重に配慮して，政治及び宗教に関する教育を行うものとする。,8320300300000000
数学,601,第３節　数学,8350000000000000
数学,602,"第１　目標
数学的な見方・考え方を働かせ，数学的活動を通して，数学的に考える資質・能力を次のとおり育成することを目指す。",8350100000000000
数学,603,(1) 数量や図形などについての基礎的な概念や原理・法則などを理解するとともに，事象を数学化したり，数学的に解釈したり，数学的に表現・処理したりする技能を身に付けるようにする。,8350100100000000
数学,604,(2) 数学を活用して事象を論理的に考察する力，数量や図形などの性質を見いだし統合的・発展的に考察する力，数学的な表現を用いて事象を簡潔・明瞭・的確に表現する力を養う。,8350100200000000
数学,605,(3) 数学的活動の楽しさや数学のよさを実感して粘り強く考え，数学を生活や学習に生かそうとする態度，問題解決の過程を振り返って評価・改善しようとする態度を養う。,8350100300000000
数学,606,第２　各学年の目標及び内容,8350200000000000
数学,607,〔第１学年〕,8350210000000000
数学,608,１　目標,8350212000000000
数学,609,(1) 正の数と負の数，文字を用いた式と一元一次方程式，平面図形と空間図形，比例と反比例，データの分布と確率などについての基礎的な概念や原理・法則などを理解するとともに，事象を数理的に捉えたり，数学的に解釈したり，数学的に表現・処理したりする技能を身に付けるようにする。,8350212100000000
数学,610,(2) 数の範囲を拡張し，数の性質や計算について考察したり，文字を用いて数量の関係や法則などを考察したりする力，図形の構成要素や構成の仕方に着目し，図形の性質や関係を直観的に捉え論理的に考察する力，数量の変化や対応に着目して関数関係を見いだし，その特徴を表，式，グラフなどで考察する力，データの分布に着目し，その傾向を読み取り批判的に考察して判断したり，不確定な事象の起こりやすさについて考察したりする力を養う。,8350212200000000
数学,611,(3) 数学的活動の楽しさや数学のよさに気付いて粘り強く考え，数学を生活や学習に生かそうとする態度，問題解決の過程を振り返って検討しようとする態度，多面的に捉え考えようとする態度を養う。,8350212300000000
数学,612,２　内容,8350213000000000
数学,613,Ａ　数と式,8350213100000000
数学,614,(1) 正の数と負の数について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350213110000000
数学,615,ア　次のような知識及び技能を身に付けること。,8350213111000000
数学,616,(ｱ) 正の数と負の数の必要性と意味を理解すること。,8350213111100000
数学,617,(ｲ) 正の数と負の数の四則計算をすること。,8350213111200000
数学,618,(ｳ) 具体的な場面で正の数と負の数を用いて表したり処理したりすること。,8350213111300000
数学,619,イ　次のような思考力，判断力，表現力等を身に付けること。,8350213112000000
数学,620,(ｱ) 算数で学習した数の四則計算と関連付けて，正の数と負の数の四則計算の方法を考察し表現すること。,8350213112100000
数学,621,(ｲ) 正の数と負の数を具体的な場面で活用すること。,8350213112200000
数学,622,(2) 文字を用いた式について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350213120000000
数学,623,ア　次のような知識及び技能を身に付けること。,8350213121000000
数学,624,(ｱ) 文字を用いることの必要性と意味を理解すること。,8350213121100000
数学,625,(ｲ) 文字を用いた式における乗法と除法の表し方を知ること。,8350213121200000
数学,626,(ｳ) 簡単な一次式の加法と減法の計算をすること。,8350213121300000
数学,627,(ｴ) 数量の関係や法則などを文字を用いた式に表すことができることを理解し，式を用いて表したり読み取ったりすること。,8350213121400000
数学,628,イ　次のような思考力，判断力，表現力等を身に付けること。,8350213122000000
数学,629,(ｱ) 具体的な場面と関連付けて，一次式の加法と減法の計算の方法を考察し表現すること。,8350213122100000
数学,630,(3) 一元一次方程式について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350213130000000
数学,631,ア　次のような知識及び技能を身に付けること。,8350213131000000
数学,632,(ｱ) 方程式の必要性と意味及び方程式の中の文字や解の意味を理解すること。,8350213131100000
数学,633,(ｲ) 簡単な一元一次方程式を解くこと。,8350213131200000
数学,634,イ　次のような思考力，判断力，表現力等を身に付けること。,8350213132000000
数学,635,(ｱ) 等式の性質を基にして，一元一次方程式を解く方法を考察し表現すること。,8350213132100000
数学,636,(ｲ) 一元一次方程式を具体的な場面で活用すること。,8350213132200000
数学,637,〔用語・記号〕,8350213140000000
数学,638,自然数,8350213141000000
数学,639,素数,8350213142000000
数学,640,符号,8350213143000000
数学,641,絶対値,8350213144000000
数学,642,項,8350213145000000
数学,643,係数,8350213146000000
数学,644,移項,8350213147000000
数学,645,≦,8350213148000000
数学,646,≧,8350213149000000
数学,647,Ｂ　図形,8350213200000000
数学,648,(1) 平面図形について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350213210000000
数学,649,ア　次のような知識及び技能を身に付けること。,8350213211000000
数学,650,(ｱ) 角の二等分線，線分の垂直二等分線，垂線などの基本的な作図の方法を理解すること。,8350213211100000
数学,651,(ｲ) 平行移動，対称移動及び回転移動について理解すること。,8350213211200000
数学,652,イ　次のような思考力，判断力，表現力等を身に付けること。,8350213212000000
数学,653,(ｱ) 図形の性質に着目し，基本的な作図の方法を考察し表現すること。,8350213212100000
数学,654,(ｲ) 図形の移動に着目し，二つの図形の関係について考察し表現すること。,8350213212200000
数学,655,(ｳ) 基本的な作図や図形の移動を具体的な場面で活用すること。,8350213212300000
数学,656,(2) 空間図形について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350213220000000
数学,657,ア　次のような知識及び技能を身に付けること。,8350213221000000
数学,658,(ｱ) 空間における直線や平面の位置関係を知ること。,8350213221100000
数学,659,(ｲ) 扇形の弧の長さと面積，基本的な柱体や体，球の表面積と体積を求めること。,8350213221200000
数学,660,イ　次のような思考力，判断力，表現力等を身に付けること。,8350213222000000
数学,661,(ｱ) 空間図形を直線や平面図形の運動によって構成されるものと捉えたり，空間図形を平面上に表現して平面上の表現から空間図形の性質を見いだしたりすること。,8350213222100000
数学,662,(ｲ) 立体図形の表面積や体積の求め方を考察し表現すること。,8350213222200000
数学,663,〔用語・記号〕,8350213230000000
数学,664,弧,8350213231000000
数学,665,弦,8350213232000000
数学,666,回転体,8350213233000000
数学,667,ねじれの位置,8350213234000000
数学,668,π,8350213235000000
数学,669,//,8350213236000000
数学,670,⊥,8350213237000000
数学,671,∠,8350213238000000
数学,672,△,8350213239000000
数学,673,Ｃ　関数,8350213300000000
数学,674,(1) 比例，反比例について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350213310000000
数学,675,ア　次のような知識及び技能を身に付けること。,8350213311000000
数学,676,(ｱ) 関数関係の意味を理解すること。,8350213311100000
数学,677,(ｲ) 比例，反比例について理解すること。,8350213311200000
数学,678,(ｳ) 座標の意味を理解すること。,8350213311300000
数学,679,(ｴ) 比例，反比例を表，式，グラフなどに表すこと。,8350213311400000
数学,680,イ　次のような思考力，判断力，表現力等を身に付けること。,8350213312000000
数学,681,(ｱ) 比例，反比例として捉えられる二つの数量について，表，式，グラフなどを用いて調べ，それらの変化や対応の特徴を見いだすこと。,8350213312100000
数学,682,(ｲ) 比例，反比例を用いて具体的な事象を捉え考察し表現すること。,8350213312200000
数学,683,〔用語・記号〕,8350213320000000
数学,684,関数,8350213321000000
数学,685,変数,8350213322000000
数学,686,変域,8350213323000000
数学,687,Ｄ　データの活用,8350213400000000
数学,688,(1) データの分布について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350213410000000
数学,689,ア　次のような知識及び技能を身に付けること。,8350213411000000
数学,690,(ｱ) ヒストグラムや相対度数などの必要性と意味を理解すること。,8350213411100000
数学,691,(ｲ) コンピュータなどの情報手段を用いるなどしてデータを表やグラフに整理すること。,8350213411200000
数学,692,イ　次のような思考力，判断力，表現力等を身に付けること。,8350213412000000
数学,693,(ｱ) 目的に応じてデータを収集して分析し，そのデータの分布の傾向を読み取り，批判的に考察し判断すること。,8350213412100000
数学,694,(2) 不確定な事象の起こりやすさについて，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350213420000000
数学,695,ア　次のような知識及び技能を身に付けること。,8350213421000000
数学,696,(ｱ) 多数の観察や多数回の試行によって得られる確率の必要性と意味を理解すること。,8350213421100000
数学,697,イ　次のような思考力，判断力，表現力等を身に付けること。,8350213422000000
数学,698,(ｱ) 多数の観察や多数回の試行の結果を基にして，不確定な事象の起こりやすさの傾向を読み取り表現すること。,8350213422100000
数学,699,〔用語・記号〕,8350213430000000
数学,700,範囲,8350213431000000
数学,701,累積度数,8350213432000000
数学,702,〔数学的活動〕,8350213500000000
数学,703,(1) 「Ａ数と式」，「Ｂ図形」，「Ｃ関数」及び「Ｄデータの活用」の学習やそれらを相互に関連付けた学習において，次のような数学的活動に取り組むものとする。,8350213510000000
数学,704,ア　日常の事象を数理的に捉え，数学的に表現・処理し，問題を解決したり，解決の過程や結果を振り返って考察したりする活動,8350213511000000
数学,705,イ　数学の事象から問題を見いだし解決したり，解決の過程や結果を振り返って統合的・発展的に考察したりする活動,8350213512000000
数学,706,ウ　数学的な表現を用いて筋道立てて説明し伝え合う活動,8350213513000000
数学,707,３　内容の取扱い,8350215000000000
数学,708,(1) 内容の「Ａ数と式」の(1)に関連して，自然数を素数の積として表すことを取り扱うものとする。,8350215100000000
数学,709,(2) 内容の「Ａ数と式」の(1)のアとイの(ｱ)に関連して，数の集合と四則計算の可能性を取り扱うものとする。,8350215200000000
数学,710,(3) 内容の「Ａ数と式」の(2)のアの(ｴ)に関連して，大小関係を不等式を用いて表すことを取り扱うものとする。,8350215300000000
数学,711,(4) 内容の「Ａ数と式」の(3)のアの(ｲ)とイの(ｲ)に関連して，簡単な比例式を解くことを取り扱うものとする。,8350215400000000
数学,712,(5) 内容の「Ｂ図形」の(1)のイの(ｳ)に関連して，円の接線はその接点を通る半径に垂直であることを取り扱うものとする。,8350215500000000
数学,713,(6) 内容の「Ｂ図形」の(2)のイの(ｱ)については，見取図や展開図，投影図を取り扱うものとする。,8350215600000000
数学,714,〔第２学年〕,8350220000000000
数学,715,１　目標,8350222100000000
数学,716,(1) 文字を用いた式と連立二元一次方程式，平面図形と数学的な推論，一次関数，データの分布と確率などについての基礎的な概念や原理・法則などを理解するとともに，事象を数学化したり，数学的に解釈したり，数学的に表現・処理したりする技能を身に付けるようにする。,8350222110000000
数学,717,(2) 文字を用いて数量の関係や法則などを考察する力，数学的な推論の過程に着目し，図形の性質や関係を論理的に考察し表現する力，関数関係に着目し，その特徴を表，式，グラフを相互に関連付けて考察する力，複数の集団のデータの分布に着目し，その傾向を比較して読み取り批判的に考察して判断したり，不確定な事象の起こりやすさについて考察したりする力を養う。,8350222220000000
数学,718,(3) 数学的活動の楽しさや数学のよさを実感して粘り強く考え，数学を生活や学習に生かそうとする態度，問題解決の過程を振り返って評価・改善しようとする態度，多様な考えを認め，よりよく問題解決しようとする態度を養う。,8350222330000000
数学,719,２　内容,8350223000000000
数学,720,Ａ　数と式,8350223100000000
数学,721,(1) 文字を用いた式について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350223110000000
数学,722,ア　次のような知識及び技能を身に付けること。,8350223111000000
数学,723,(ｱ) 簡単な整式の加法と減法及び単項式の乗法と除法の計算をすること。,8350223111100000
数学,724,(ｲ) 具体的な事象の中の数量の関係を文字を用いた式で表したり，式の意味を読み取ったりすること。,8350223111200000
数学,725,(ｳ) 文字を用いた式で数量及び数量の関係を捉え説明できることを理解すること。,8350223111300000
数学,726,(ｴ) 目的に応じて，簡単な式を変形すること。,8350223111400000
数学,727,イ　次のような思考力，判断力，表現力等を身に付けること。,8350223112000000
数学,728,(ｱ) 具体的な数の計算や既に学習した計算の方法と関連付けて，整式の加法と減法及び単項式の乗法と除法の計算の方法を考察し表現すること。,8350223112100000
数学,729,(ｲ) 文字を用いた式を具体的な場面で活用すること。,8350223112200000
数学,730,(2) 連立二元一次方程式について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350223120000000
数学,731,ア　次のような知識及び技能を身に付けること。,8350223121000000
数学,732,(ｱ) 二元一次方程式とその解の意味を理解すること。,8350223121100000
数学,733,(ｲ) 連立二元一次方程式の必要性と意味及びその解の意味を理解すること。,8350223121200000
数学,734,(ｳ) 簡単な連立二元一次方程式を解くこと。,8350223121300000
数学,735,イ　次のような思考力，判断力，表現力等を身に付けること。,8350223122000000
数学,736,(ｱ) 一元一次方程式と関連付けて，連立二元一次方程式を解く方法を考察し表現すること。,8350223122100000
数学,737,(ｲ) 連立二元一次方程式を具体的な場面で活用すること。,8350223122200000
数学,738,〔用語・記号〕,8350223130000000
数学,739,同類項,8350223131000000
数学,740,Ｂ　図形,8350223200000000
数学,741,(1) 基本的な平面図形の性質について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350223210000000
数学,742,ア　次のような知識及び技能を身に付けること。,8350223211000000
数学,743,(ｱ) 平行線や角の性質を理解すること。,8350223211100000
数学,744,(ｲ) 多角形の角についての性質が見いだせることを知ること。,8350223211200000
数学,745,イ　次のような思考力，判断力，表現力等を身に付けること。,8350223212000000
数学,746,(ｱ) 基本的な平面図形の性質を見いだし，平行線や角の性質を基にしてそれらを確かめ説明すること。,8350223212100000
数学,747,(2) 図形の合同について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350223220000000
数学,748,ア　次のような知識及び技能を身に付けること。,8350223221000000
数学,749,(ｱ) 平面図形の合同の意味及び三角形の合同条件について理解すること。,8350223221100000
数学,750,(ｲ) 証明の必要性と意味及びその方法について理解すること。,8350223221200000
数学,751,イ　次のような思考力，判断力，表現力等を身に付けること。,8350223222000000
数学,752,(ｱ) 三角形の合同条件などを基にして三角形や平行四辺形の基本的な性質を論理的に確かめたり，証明を読んで新たな性質を見いだしたりすること。,8350223222100000
数学,753,(ｲ) 三角形や平行四辺形の基本的な性質などを具体的な場面で活用すること。,8350223222200000
数学,754,〔用語・記号〕,8350223230000000
数学,755,対頂角,8350223231000000
数学,756,内角,8350223232000000
数学,757,外角,8350223233000000
数学,758,定義,8350223234000000
数学,759,証明,8350223235000000
数学,760,逆,8350223236000000
数学,761,反例,8350223237000000
数学,762,≡,8350223238000000
数学,763,Ｃ　関数,8350223300000000
数学,764,(1) 一次関数について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350223310000000
数学,765,ア　次のような知識及び技能を身に付けること。,8350223311000000
数学,766,(ｱ) 一次関数について理解すること。,8350223311100000
数学,767,(ｲ) 事象の中には一次関数として捉えられるものがあることを知ること。,8350223311200000
数学,768,(ｳ) 二元一次方程式を関数を表す式とみること。,8350223311300000
数学,769,イ　次のような思考力，判断力，表現力等を身に付けること。,8350223312000000
数学,770,(ｱ) 一次関数として捉えられる二つの数量について，変化や対応の特徴を見いだし，表，式，グラフを相互に関連付けて考察し表現すること。,8350223312100000
数学,771,(ｲ) 一次関数を用いて具体的な事象を捉え考察し表現すること。,8350223312200000
数学,772,〔用語・記号〕,8350223320000000
数学,773,変化の割合,8350223321000000
数学,774,傾き,8350223322000000
数学,775,Ｄ　データの活用,8350223400000000
数学,776,(1) データの分布について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350223410000000
数学,777,ア　次のような知識及び技能を身に付けること。,8350223411000000
数学,778,(ｱ) 四分位範囲や箱ひげ図の必要性と意味を理解すること。,8350223411100000
数学,779,(ｲ) コンピュータなどの情報手段を用いるなどしてデータを整理し箱ひげ図で表すこと。,8350223411200000
数学,780,イ　次のような思考力，判断力，表現力等を身に付けること。,8350223412000000
数学,781,(ｱ) 四分位範囲や箱ひげ図を用いてデータの分布の傾向を比較して読み取り，批判的に考察し判断すること。,8350223412100000
数学,782,(2) 不確定な事象の起こりやすさについて，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350223420000000
数学,783,ア　次のような知識及び技能を身に付けること。,8350223421000000
数学,784,(ｱ) 多数回の試行によって得られる確率と関連付けて，場合の数を基にして得られる確率の必要性と意味を理解すること。,8350223421100000
数学,785,(ｲ) 簡単な場合について確率を求めること。,8350223421200000
数学,786,イ　次のような思考力，判断力，表現力等を身に付けること。,8350223422000000
数学,787,(ｱ) 同様に確からしいことに着目し，場合の数を基にして得られる確率の求め方を考察し表現すること。,8350223422100000
数学,788,(ｲ) 確率を用いて不確定な事象を捉え考察し表現すること。,8350223422200000
数学,789,〔数学的活動〕,8350223500000000
数学,790,(1) 「Ａ数と式」，「Ｂ図形」，「Ｃ関数」及び「Ｄデータの活用」の学習やそれらを相互に関連付けた学習において，次のような数学的活動に取り組むものとする。,8350223510000000
数学,791,ア　日常の事象や社会の事象を数理的に捉え，数学的に表現・処理し，問題を解決したり，解決の過程や結果を振り返って考察したりする活動,8350223511000000
数学,792,イ　数学の事象から見通しをもって問題を見いだし解決したり，解決の過程や結果を振り返って統合的・発展的に考察したりする活動,8350223512000000
数学,793,ウ　数学的な表現を用いて論理的に説明し伝え合う活動,8350223513000000
数学,794,３　内容の取扱い,8350225000000000
数学,795,(1) 内容の「Ｂ図形」の(2)のイの(ｱ)に関連して，正方形，ひし形及び長方形が平行四辺形の特別な形であることを取り扱うものとする。,8350225100000000
数学,796,〔第３学年〕,8350230000000000
数学,797,１　目標,8350232000000000
数学,798,(1) 数の平方根，多項式と二次方程式，図形の相似，円周角と中心角の関係，三平方の定理，関数y＝ax^2，標本調査などについての基礎的な概念や原理・法則などを理解するとともに，事象を数学化したり，数学的に解釈したり，数学的に表現・処理したりする技能を身に付けるようにする。,8350232100000000
数学,799,(2) 数の範囲に着目し，数の性質や計算について考察したり，文字を用いて数量の関係や法則などを考察したりする力，図形の構成要素の関係に着目し，図形の性質や計量について論理的に考察し表現する力，関数関係に着目し，その特徴を表，式，グラフを相互に関連付けて考察する力，標本と母集団の関係に着目し，母集団の傾向を推定し判断したり，調査の方法や結果を批判的に考察したりする力を養う。,8350232200000000
数学,800,(3) 数学的活動の楽しさや数学のよさを実感して粘り強く考え，数学を生活や学習に生かそうとする態度，問題解決の過程を振り返って評価・改善しようとする態度，多様な考えを認め，よりよく問題解決しようとする態度を養う。,8350232300000000
数学,801,２　内容,8350233000000000
数学,802,Ａ　数と式,8350233100000000
数学,803,(1) 正の数の平方根について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350233110000000
数学,804,ア　次のような知識及び技能を身に付けること。,8350233111000000
数学,805,(ｱ) 数の平方根の必要性と意味を理解すること。,8350233111100000
数学,806,(ｲ) 数の平方根を含む簡単な式の計算をすること。,8350233111200000
数学,807,(ｳ) 具体的な場面で数の平方根を用いて表したり処理したりすること。,8350233111300000
数学,808,イ　次のような思考力，判断力，表現力等を身に付けること。,8350233112000000
数学,809,(ｱ) 既に学習した計算の方法と関連付けて，数の平方根を含む式の計算の方法を考察し表現すること。,8350233112100000
数学,810,(ｲ) 数の平方根を具体的な場面で活用すること。,8350233112200000
数学,811,(2) 簡単な多項式について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350233120000000
数学,812,ア　次のような知識及び技能を身に付けること。,8350233121000000
数学,813,(ｱ) 単項式と多項式の乗法及び多項式を単項式で割る除法の計算をすること。,8350233121100000
数学,814,(ｲ) 簡単な一次式の乗法の計算及び次の公式を用いる簡単な式の展開や因数分解をすること。,8350233121200000
数学,815,(a＋b)^2＝a^2＋2ab＋b^2,8350233121210000
数学,816,(a－b)^2＝a^2－2ab＋b^2,8350233121220000
数学,817,(a＋b)(a－b)＝a^2－b^2,8350233121230000
数学,818,(x＋a)(x＋b)＝x^2＋(a＋b)x＋ab,8350233121240000
数学,819,イ　次のような思考力，判断力，表現力等を身に付けること。,8350233122000000
数学,820,(ｱ) 既に学習した計算の方法と関連付けて，式の展開や因数分解をする方法を考察し表現すること。,8350233122100000
数学,821,(ｲ) 文字を用いた式で数量及び数量の関係を捉え説明すること。,8350233122200000
数学,822,(3) 二次方程式について，数学的活動を通して，次の事項を身に付けることができるよう指導する。,8350233130000000
数学,823,ア　次のような知識及び技能を身に付けること。,8350233131000000
